method,chart_id,field,question_field,leg_index,correct,error_type,comparison_policy,pred_json,target_json
B1_prime_link,KAPF_R14,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAPF_R14,leg_3.Q5_hold_params,Q5_hold_params,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 8.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAPF_R23-Y,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 227.3, ""type"": ""course_deg""}}"
B1_prime_link,KAPF_R23-Y,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAPF_R23-Y,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAPF_R23-Y,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 47.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAPT_R04,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 25.0, ""type"": ""course_deg""}}"
B1_prime_link,KAPT_R04,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAPT_R04,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAPT_R04,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAPT_R04,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 24.3, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAQO_R17,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 174.2, ""type"": ""course_deg""}}"
B1_prime_link,KAQO_R17,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQO_R17,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQO_R17,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 354.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAQO_R35,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 354.2, ""type"": ""course_deg""}}"
B1_prime_link,KAQO_R35,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQO_R35,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQO_R35,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 174.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAQW_RNV-A,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 65.7, ""type"": ""course_deg""}}"
B1_prime_link,KAQW_RNV-A,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQW_RNV-A,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQW_RNV-A,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 97.0, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
B1_prime_link,KAQW_RNV-B,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 298.6, ""type"": ""course_deg""}}"
B1_prime_link,KAQW_RNV-B,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQW_RNV-B,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQW_RNV-B,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 65.6, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAQX_R17,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 168.1, ""type"": ""course_deg""}}"
B1_prime_link,KAQX_R17,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQX_R17,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQX_R17,leg_3.Q5_hold_params,Q5_hold_params,3,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 78.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAQX_R35,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 348.2, ""type"": ""course_deg""}}"
B1_prime_link,KAQX_R35,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAQX_R35,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAQX_R35,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 168.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARA_R17,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 167.5, ""type"": ""course_deg""}}"
B1_prime_link,KARA_R17,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARA_R17,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARA_R17,leg_3.Q5_hold_params,Q5_hold_params,3,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 294.3, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARA_R35,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 347.5, ""type"": ""course_deg""}}"
B1_prime_link,KARA_R35,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARA_R35,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARA_R35,leg_3.Q5_hold_params,Q5_hold_params,3,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 271.8, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
B1_prime_link,KARB_R06,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 59.5, ""type"": ""course_deg""}}"
B1_prime_link,KARB_R06,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARB_R06,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARB_R06,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 239.7, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARB_R24,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 239.6, ""type"": ""course_deg""}}"
B1_prime_link,KARB_R24,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARB_R24,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARB_R24,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 59.4, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARG_R04,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 44.0, ""type"": ""course_deg""}}"
B1_prime_link,KARG_R04,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARG_R04,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARG_R04,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 224.2, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARG_R18,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 179.0, ""type"": ""course_deg""}}"
B1_prime_link,KARG_R18,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARG_R18,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARG_R18,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 359.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARG_R22,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 224.1, ""type"": ""course_deg""}}"
B1_prime_link,KARG_R22,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARG_R22,leg_2.Q5_hold_params,Q5_hold_params,2,False,target_not_present_but_pred_present,exact_status_value,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 224, ""leg_distance_nm"": 4, ""leg_time_min"": null, ""turn"": null}}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARG_R22,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARG_R22,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 44.0, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARV_R18,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 180.9, ""type"": ""course_deg""}}"
B1_prime_link,KARV_R18,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARV_R18,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 283.3, ""type"": ""course_deg""}}"
B1_prime_link,KARV_R18,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARV_R18,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 122.5, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KARV_R28,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 282.6, ""type"": ""course_deg""}}"
B1_prime_link,KARV_R28,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KARV_R28,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 248.7, ""type"": ""course_deg""}}"
B1_prime_link,KARV_R28,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KARV_R28,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 122.5, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAUS_I18L,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 174.7, ""type"": ""course_deg""}}"
B1_prime_link,KAUS_I18L,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 40.0, ""type"": ""course_deg""}}"
B1_prime_link,KAUS_I18L,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""direction"": ""inbound"", ""navaid"": ""CWK"", ""radial_deg"": 87.7, ""type"": ""navaid_radial""}}"
B1_prime_link,KAUS_I18L,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAUS_I18L,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 267.7, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}"
B1_prime_link,KAVQ_R12,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 138.4, ""type"": ""course_deg""}}"
B1_prime_link,KAVQ_R12,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAVQ_R12,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAVQ_R12,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_inbound_course_deg,degree_display_rounding,"{""status"": ""present"", ""value"": {""inbound_course_deg"": null, ""leg_distance_nm"": null, ""leg_time_min"": null, ""turn"": null}}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 128.1, ""leg_distance_nm"": 6.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAWG_R36,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 4.1, ""type"": ""course_deg""}}"
B1_prime_link,KAWG_R36,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAWG_R36,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAWG_R36,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 184.1, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KAWM_L17,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 179.6, ""type"": ""course_deg""}}"
B1_prime_link,KAWM_L17,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""direction"": ""inbound"", ""navaid"": ""GQE"", ""radial_deg"": 147.0, ""type"": ""navaid_radial""}}"
B1_prime_link,KAWM_L17,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAWM_L17,leg_3.Q5_hold_params,Q5_hold_params,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""inbound_course_deg"": 122.0, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""RIGHT""}}"
B1_prime_link,KAXH_L09,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 89.2, ""type"": ""course_deg""}}"
B1_prime_link,KAXH_L09,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAXH_R27,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 269.3, ""type"": ""course_deg""}}"
B1_prime_link,KAXH_R27,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_applicable,exact_status_value,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAXH_R27,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 200.4, ""type"": ""course_deg""}}"
B1_prime_link,KAXV_R26,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 260.7, ""type"": ""course_deg""}}"
B1_prime_link,KAXV_R26,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KAXV_R26,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KAXV_R26,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 80.4, ""leg_distance_nm"": 4.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KBDL_L33,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_applicable,degree_display_rounding,"{""status"": ""not_applicable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 328.4, ""type"": ""course_deg""}}"
B1_prime_link,KBDL_L33,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KBDL_L33,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KBDL_L33,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,degree_display_rounding,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 274.8, ""leg_distance_nm"": null, ""leg_time_min"": 1.0, ""turn"": ""LEFT""}}"
B1_prime_link,KBDN_R34,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_unknown,degree_display_rounding,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 331.1, ""type"": ""course_deg""}}"
B1_prime_link,KBDN_R34,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KBDN_R34,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,status_unknown,exact_status_value,"{""status"": ""unknown"", ""value"": null}","{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KBDN_R34,leg_4.Q4_course_or_radial,Q4_course_or_radial,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KBDN_R34,leg_4.Q5_hold_params,Q5_hold_params,4,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 129.0, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""LEFT""}}"
B1_prime_link,KBFD_R14,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 144.8, ""type"": ""course_deg""}}"
B1_prime_link,KBFD_R14,leg_2.Q4_course_or_radial,Q4_course_or_radial,2,False,status_not_observable,exact_status_value,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""type"": ""direct""}}"
B1_prime_link,KBFD_R14,leg_3.Q4_course_or_radial,Q4_course_or_radial,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""not_applicable"", ""value"": null}"
B1_prime_link,KBFD_R14,leg_3.Q5_hold_params,Q5_hold_params,3,False,missing_leg_or_field,exact_status_value,null,"{""status"": ""present"", ""value"": {""inbound_course_deg"": 325.0, ""leg_distance_nm"": 5.0, ""leg_time_min"": null, ""turn"": ""RIGHT""}}"
B1_prime_link,KBFF_L12,leg_1.Q4_course_or_radial,Q4_course_or_radial,1,False,status_not_observable,degree_display_rounding,"{""status"": ""not_observable"", ""value"": null}","{""status"": ""present"", ""value"": {""course_deg"": 125.6, ""type"": ""course_deg""}}"
