method,target_scope,chart_id,field,correct,error_type,comparison_policy,pred_compact,target_compact
A2,Q4_not_applicable,KANW_R13,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KANW_R13,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":308.5,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KANW_R17,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":173.3,""type"":""course_deg""}}"
A2,Q4_direct,KANW_R17,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KANW_R17,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KANW_R17,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KANW_R17,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":353.3,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KANW_R31,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":308.4,""type"":""course_deg""}}"
A2,Q5_hold_other,KANW_R31,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KANW_R31,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KANW_R31,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KANW_R31,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":128.2,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAOO_R03-Z,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":26.0,""type"":""course_deg""}}"
A2,Q5_hold_other,KAOO_R03-Z,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAOO_R03-Z,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAOO_R03-Z,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAOO_R03-Z,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAOO_R03-Z,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAOO_R03-Z,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":220.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAOO_R21,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":206.0,""type"":""course_deg""}}"
A2,Q5_hold_other,KAOO_R21,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAOO_R21,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAOO_R21,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAOO_R21,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAOO_R21,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":40.9,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAOV_R13,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":135.3,""type"":""course_deg""}}"
A2,Q5_hold_other,KAOV_R13,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAOV_R13,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAOV_R13,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAOV_R13,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAOV_R13,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":315.4,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAOV_R31,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":315.4,""type"":""course_deg""}}"
A2,Q5_hold_other,KAOV_R31,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAOV_R31,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAOV_R31,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAOV_R31,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":135.3,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPC_I01L,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":5.7,""type"":""course_deg""}}"
A2,Q4_direct,KAPC_I01L,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAPC_I01L,leg_3.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPC_I01L,leg_4.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPC_I01L,leg_4.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":230.0,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPC_R01LY,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":5.7,""type"":""course_deg""}}"
A2,Q4_direct,KAPC_R01LY,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAPC_R01LY,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPC_R01LY,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPC_R01LY,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPC_R01LY,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":330.4,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPC_R01LZ,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":5.7,""type"":""course_deg""}}"
A2,Q4_direct,KAPC_R01LZ,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAPC_R01LZ,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPC_R01LZ,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPC_R01LZ,leg_4.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPC_R01LZ,leg_4.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":330.4,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPF_R05-Y,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":47.2,""type"":""course_deg""}}"
A2,Q4_direct,KAPF_R05-Y,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAPF_R05-Y,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPF_R05-Y,leg_3.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":8.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPF_R14,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":137.2,""type"":""course_deg""}}"
A2,Q4_direct,KAPF_R14,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAPF_R14,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPF_R14,leg_3.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":8.0,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPF_R23-Y,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":227.3,""type"":""course_deg""}}"
A2,Q4_direct,KAPF_R23-Y,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAPF_R23-Y,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPF_R23-Y,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPF_R23-Y,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":47.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAPT_R04,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":25.0,""type"":""course_deg""}}"
A2,Q4_direct,KAPT_R04,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAPT_R04,leg_3.Q4_course_or_radial,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAPT_R04,leg_4.Q4_course_or_radial,False,status_unknown,exact_status_value,"{""status"":""unknown"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAPT_R04,leg_4.Q5_hold_params,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""inbound_course_deg"":24.3,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAQO_R17,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":174.2,""type"":""course_deg""}}"
A2,Q5_hold_other,KAQO_R17,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAQO_R17,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAQO_R17,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAQO_R17,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQO_R17,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":354.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAQO_R35,leg_1.Q4_course_or_radial,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""course_deg"":354.2,""type"":""course_deg""}}"
A2,Q4_direct,KAQO_R35,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KAQO_R35,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQO_R35,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":174.2,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAQW_RNV-A,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":65.7,""type"":""course_deg""}}"
A2,Q5_hold_other,KAQW_RNV-A,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAQW_RNV-A,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAQW_RNV-A,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAQW_RNV-A,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQW_RNV-A,leg_3.Q5_hold_params,False,missing_inbound_course_deg,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":97.0,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A2,Q4_angle,KAQW_RNV-B,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":298.6,""type"":""course_deg""}}"
A2,Q5_hold_other,KAQW_RNV-B,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KAQW_RNV-B,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAQW_RNV-B,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAQW_RNV-B,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQW_RNV-B,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":65.6,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAQX_R17,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":168.1,""type"":""course_deg""}}"
A2,Q4_direct,KAQX_R17,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAQX_R17,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAQX_R17,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQX_R17,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":78.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KAQX_R35,leg_1.Q4_course_or_radial,False,type_mismatch:direct->course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""course_deg"":348.2,""type"":""course_deg""}}"
A2,Q4_direct,KAQX_R35,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KAQX_R35,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KAQX_R35,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KAQX_R35,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":168.1,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KARA_R17,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":167.5,""type"":""course_deg""}}"
A2,Q4_direct,KARA_R17,leg_2.Q4_course_or_radial,False,status_not_applicable,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q5_hold_other,KARA_R17,leg_2.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_not_applicable,KARA_R17,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KARA_R17,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":294.3,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KARA_R35,leg_1.Q4_course_or_radial,False,status_not_applicable,degree_display_rounding,"{""status"":""not_applicable"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":347.5,""type"":""course_deg""}}"
A2,Q5_hold_other,KARA_R35,leg_1.Q5_hold_params,False,target_not_present_but_pred_present,exact_status_value,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""not_applicable"",""value"":null}"
A2,Q4_direct,KARA_R35,leg_2.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KARA_R35,leg_3.Q4_course_or_radial,False,missing_leg_or_field,exact_status_value,null,"{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KARA_R35,leg_3.Q5_hold_params,False,missing_leg_or_field,degree_display_rounding,null,"{""status"":""present"",""value"":{""inbound_course_deg"":271.8,""leg_distance_nm"":4.0,""leg_time_min"":null,""turn"":""LEFT""}}"
A2,Q4_angle,KARB_R06,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":59.5,""type"":""course_deg""}}"
A2,Q4_direct,KARB_R06,leg_2.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""present"",""value"":{""type"":""direct""}}","{""status"":""present"",""value"":{""type"":""direct""}}"
A2,Q4_not_applicable,KARB_R06,leg_3.Q4_course_or_radial,True,correct,exact_status_value,"{""status"":""not_applicable"",""value"":null}","{""status"":""not_applicable"",""value"":null}"
A2,Q5_hold_inbound_course,KARB_R06,leg_3.Q5_hold_params,False,missing_inbound_course_deg,degree_display_rounding,"{""status"":""present"",""value"":{""inbound_course_deg"":null,""leg_distance_nm"":null,""leg_time_min"":1.0,""turn"":""RIGHT""}}","{""status"":""present"",""value"":{""inbound_course_deg"":239.7,""leg_distance_nm"":5.0,""leg_time_min"":null,""turn"":""RIGHT""}}"
A2,Q4_angle,KARB_R24,leg_1.Q4_course_or_radial,False,status_unknown,degree_display_rounding,"{""status"":""unknown"",""value"":null}","{""status"":""present"",""value"":{""course_deg"":239.6,""type"":""course_deg""}}"
